id,split,y_true,y_prob
283,train,0,0.5900447751738105
284,train,0,0.9030636954029626
285,train,1,0.3898858527353539
286,train,0,0.34568351513183787
287,train,0,0.8216221726392041
288,train,0,0.46957690238325794
289,train,1,0.33275600901108926
290,train,0,0.09878458000188584
291,test,1,0.6270419621695885
292,train,0,0.7781246425188446
293,test,0,0.6362323390123196
294,test,0,0.9082843336185469
295,train,1,0.6858876416375477
296,test,0,0.2004968223634867
297,train,0,0.19292601681073315
298,train,0,0.2537714061551692
299,train,0,0.09284915024017187
300,train,0,0.05153618325599831
301,test,0,0.20101426165448452
302,train,0,0.6075677529987955
303,train,0,0.4838863455380111
304,train,0,0.5277103727745561
305,train,0,0.7798528549565733
306,train,0,0.5037457206575043
307,train,0,0.5549089978435311
308,train,0,0.7699415917828385
309,train,1,0.42132963447669647
310,train,1,0.7978289450495643
311,val,0,0.7085987489251222
312,test,0,0.2629112638870601
313,train,0,0.3948389806424156
314,test,0,0.5096139191622986
315,train,1,0.8027454064218869
316,train,1,0.873840188084946
317,train,1,0.6961760935217847
318,test,0,0.0713518893279417
319,train,0,0.07460213002339008
320,test,1,0.47051090663754824
321,train,1,0.913396129208144
322,train,1,0.9047595002989691
323,train,0,0.5912867976017068
324,train,1,0.8836724837027395
325,train,0,0.3540713558008097
326,val,0,0.634036315073968
327,train,0,0.09456749150854116
328,train,0,0.11070491568678738
329,test,0,0.10996276541760407
330,test,0,0.6767338705032667
331,test,1,0.7825909710222378
332,test,1,0.6856128585682015
333,val,0,0.4690834305624459
334,train,0,0.3359731115001291
335,val,0,0.8592909352559038
336,train,0,0.5157942398220685
337,val,0,0.8627182943355834
338,train,0,0.14688289247974023
339,train,0,0.7007108083642175
340,train,0,0.8161428660123478
341,train,1,0.4986819063644866
342,val,0,0.15507208795799332
343,train,0,0.08581777576636654
344,val,0,0.798334987620726
345,train,0,0.21074635674292788
346,train,0,0.7632298442269432
347,val,0,0.10718936779255028
348,train,0,0.5204997567567897
349,train,0,0.35800815881611936
350,train,0,0.5686055834542638
351,train,0,0.0972412717323494
352,train,0,0.8808274719760902
353,train,1,0.6464014325700581
354,train,0,0.435896506098374
355,val,1,0.8614521187240134
356,test,0,0.11421336066617159
357,train,1,0.5703152921662346
358,train,0,0.8701036312781363
359,train,0,0.061868945040267485
360,train,0,0.5651133939476758
361,train,1,0.9178163662481734
362,train,0,0.12395553905162898
363,test,1,0.7976172712682789
364,test,0,0.6277820295664672
365,val,0,0.09448882566840178
366,train,0,0.7523242417702658
367,train,0,0.7102964398473699
368,train,1,0.8162942755849463
369,train,1,0.7637298082982014
370,val,0,0.20084603769651768
371,train,0,0.5487209180468504
372,test,0,0.21585979162639818
373,train,0,0.1407260127750294
374,train,1,0.847613963386488
375,test,1,0.8592896463486268
376,train,0,0.10051285452000865
377,train,1,0.3636121365465847
378,train,1,0.334046135785351
379,test,0,0.7645467517683843
380,train,0,0.8583917531378024
381,train,0,0.6864106795725431
382,train,0,0.746987736041167
383,test,0,0.4354217452453507
384,val,1,0.7090709838097996
385,train,0,0.05177733098036818
386,test,0,0.055654418540458876
387,train,0,0.21251346089062137
388,test,1,0.8605928769047029
389,train,0,0.8502406285249943
390,train,0,0.6760839262379703
391,train,0,0.5259732099868524
392,train,0,0.4467083640836469
393,train,0,0.6554509177215004
394,train,0,0.08904704998760236
395,val,1,0.913396129208144
396,val,0,0.8572027269304526
397,train,0,0.2862368747604359
398,train,0,0.6971620722407526
399,train,0,0.2837551590252725
400,train,0,0.8598852833939175
401,val,1,0.7360307972564931
402,train,1,0.8355011534207532
403,test,1,0.9157653052947242
404,train,0,0.06417131548555091
405,train,0,0.7660112308784226
406,train,1,0.8864486843658693
407,train,0,0.4406568633802558
408,val,1,0.6301155740441613
409,train,0,0.250189550957413
410,train,0,0.8404903360733089
411,train,1,0.8748434368866175
412,train,0,0.6667965482606191
413,test,0,0.6348994112657727
414,train,0,0.604250711947051
415,train,0,0.8684210949104239
416,test,0,0.7551549890403456
417,train,1,0.881955032157859
418,train,1,0.8182059250525667
419,test,0,0.4172153308371039
420,train,1,0.5428521662420432
421,val,1,0.9124195091712243
422,test,0,0.5684344988141268
423,val,0,0.39311286150641905
424,train,0,0.0671821701829564
425,train,0,0.5120791377247382
426,val,1,0.877325414031893
427,train,0,0.36211333320592703
428,train,0,0.9012388884631246
429,train,0,0.49060553827950626
430,train,0,0.3765470203530543
431,train,0,0.656879641304478
432,train,0,0.7516590123582281
433,val,0,0.1459733813172115
434,train,0,0.9036752200354373
435,train,0,0.7172065602577002
436,train,0,0.06909765504964402
437,val,0,0.41392511505364044
438,train,0,0.06532990747363265
439,test,0,0.09893597808156517
440,test,0,0.29458796875493076
441,test,1,0.6561933311644933
442,train,0,0.43334440699519444
443,test,0,0.1482060232348988
444,test,0,0.2642721353041589
445,test,1,0.2576901388096101
446,val,0,0.7086592007978754
447,train,0,0.3008047386717487
448,train,0,0.3323054803181143
449,train,0,0.5435311291806131
450,train,0,0.6308554044335257
451,train,0,0.8214996339655134
452,train,1,0.5974130880900377
453,train,0,0.1268057470881133
454,val,1,0.23919993893919334
455,val,1,0.818246345593494
456,train,1,0.837041140810952
457,test,0,0.8560263387261198
458,test,1,0.522889809211161
459,train,0,0.5816828991683742
460,train,1,0.5868464900127078
461,train,0,0.3914274433337606
462,val,0,0.13603149656914518
463,train,0,0.36211333320592703
464,train,0,0.7868775918489863
465,train,0,0.822553226150796
466,train,0,0.7482989489055865
467,train,0,0.14093276175554098
468,test,0,0.5555162152311163
469,train,0,0.39277070829875266
470,val,0,0.8863057613971996
471,test,1,0.8594783018484541
472,train,0,0.21472406740999894
473,train,0,0.05002614944517319
474,val,0,0.409555265306126
475,test,0,0.09681671128539426
476,test,0,0.4353747591789174
477,train,0,0.15066964780388928
478,train,1,0.8606356849439918
479,val,0,0.31571880087539556
480,train,0,0.04736428516721792
481,test,0,0.7618264403060279
482,val,0,0.11253774996461896
483,test,0,0.17593292611074504
484,train,0,0.597836668460276
485,val,0,0.4021123289024557
486,train,0,0.8162942755849463
487,train,0,0.823230833738249
488,train,0,0.2464486890396347
489,train,0,0.18826412461088315
490,train,0,0.9156456238097334
491,train,0,0.12858906610459578
492,val,0,0.08618781295261768
493,train,1,0.31313220921191154
494,train,0,0.19478700275422084
495,train,1,0.8597895170349261
496,train,1,0.6930659573511158
497,val,0,0.7975192346065959
498,train,0,0.30606484358424385
499,train,0,0.7618506812241952
500,train,0,0.11695623681705408
501,train,1,0.8383810325453727
502,train,0,0.6158589276621259
503,train,1,0.5827629951396003
504,test,0,0.5235928361096356
505,test,1,0.8778728057953522
506,val,0,0.6424645561765155
507,train,0,0.20796040309275063
508,train,1,0.9109935482045614
509,val,1,0.3685701367401693
510,train,1,0.7065985475883644
511,train,0,0.15836768574953042
512,test,0,0.07702147063456899
513,train,0,0.38855989279162023
514,train,1,0.5714285933099118
515,test,0,0.9072482166247051
516,train,1,0.3328001886313881
517,test,0,0.2333136653224064
518,train,0,0.7364225510815995
519,val,0,0.18252132076498767
520,train,0,0.2488293402692525
521,test,1,0.48795005522083146
522,test,1,0.7608871723999248
523,val,0,0.24127310689146
524,train,0,0.18702299661112162
525,val,0,0.5133867098847649
526,val,1,0.6673449967457968
527,train,1,0.6560886637655473
528,train,0,0.4101020445812098
529,train,1,0.10989702049510149
530,train,0,0.9133486487343192
531,train,0,0.15416382206963236
532,test,0,0.8461503638073001
533,test,0,0.2942218361084736
534,train,0,0.47477179956548954
535,val,0,0.07442652691239515
536,train,1,0.390731575125747
537,train,0,0.8113910976725262
538,train,1,0.8432202814993108
539,train,0,0.6143769710832371
540,test,1,0.8886739225851907
541,test,1,0.8224210509652905
542,train,0,0.7197930672348833
543,train,0,0.3591753986583064
544,train,0,0.8029540873640009
545,train,0,0.4682498856630305
546,val,0,0.0694981156451954
547,train,0,0.3551363925427737
548,test,0,0.16114235065035398
549,train,0,0.5099962270459045
550,train,0,0.4903063533398297
551,train,0,0.3626628488429072
552,train,0,0.5230752337527317
553,test,0,0.6822633956350405
554,train,0,0.09858540561688518
555,val,0,0.5910752796151427
556,train,1,0.9178163662481734
557,train,0,0.8392321408482311
558,test,0,0.09599274524682712
559,val,1,0.9060197402697338
560,train,1,0.8471299252281954
561,test,1,0.8720077188443011
562,test,1,0.37769482127980025
563,train,1,0.8088559617172711
564,test,0,0.8148260274972542
565,train,0,0.7838428122253097
566,test,0,0.29711579860940335
567,val,1,0.27580023278897403
568,train,0,0.25355475152663126
569,train,1,0.8517168785454006
570,train,1,0.8769449022942426
571,val,1,0.2516784847337742
572,val,0,0.28861368576922364
573,val,0,0.108953583390602
574,train,0,0.5654047871254596
575,test,0,0.17247966570489776
576,train,0,0.086998564614031
577,test,0,0.09033048769409241
578,train,0,0.09841022882408824
579,train,0,0.7274778980606937
580,train,0,0.609007938192261
581,train,0,0.32586118180055457
582,train,1,0.4123588808559871
583,val,1,0.5802810403283796
584,train,0,0.20599345289660564
585,test,0,0.46076795788132885
586,train,0,0.3207002373262439
587,val,0,0.0627148905114836
588,test,0,0.8627385929860711
589,val,0,0.6010062262410582
590,train,0,0.7235182618255146
591,test,1,0.1860170961833958
592,val,0,0.5677992889563329
593,val,1,0.47969299224897
594,train,0,0.7217116683570124
595,train,0,0.2544741620446573
596,train,1,0.5045643117355284
597,val,0,0.6190170949175362
598,train,0,0.14731905013780594
599,test,0,0.3183438348660679
600,train,0,0.16776736881800114
601,test,0,0.853157010844507
602,val,0,0.7335405249860939
603,train,0,0.7230605935297768
604,train,0,0.9066674305287273
605,train,0,0.38044053961179186
606,train,1,0.7583379787927101
607,val,0,0.816963690539497
608,val,0,0.07458153959178387
609,train,0,0.14033360981051451
610,train,0,0.5020030494733182
611,train,0,0.15385870241738522
612,test,1,0.7570989889820269
613,test,0,0.08165833614545165
614,train,0,0.10281504383560747
615,train,0,0.5799674206999011
616,train,0,0.5570367811987098
617,train,0,0.5812972720241227
618,train,1,0.9008137515442396
619,train,0,0.5511550976780312
620,train,1,0.46717018581914493
621,train,1,0.8575440269697321
622,train,0,0.10337668571731225
623,train,0,0.8350984852467348
624,train,0,0.06006922927964269
625,train,0,0.8222233928396124
626,train,0,0.43233036889816223
627,val,0,0.19702049237004587
628,train,0,0.3399121032870424
629,train,0,0.3874566536394585
630,train,0,0.06694276158725415
631,train,0,0.8696409530011135
632,train,1,0.520597546613659
633,val,0,0.16872472101856822
634,train,0,0.8221220039203159
635,train,0,0.895128571149212
636,val,1,0.8305730272122932
637,train,0,0.6485820994012279
638,train,0,0.20936395407721134
639,train,0,0.4136999491760646
640,train,0,0.11315611644369246
641,test,0,0.7286377308047217
642,train,0,0.44192374381932925
643,val,1,0.6601461104956331
644,train,0,0.7866409249061339
645,train,1,0.7511965867291137
646,train,0,0.8263651212205856
647,val,1,0.6912006021606709
648,train,0,0.17217438006472718
649,val,0,0.40626213183454346
650,train,1,0.6737516342278271
651,train,0,0.30122710426438554
652,train,0,0.8449794820323636
653,train,0,0.08401178857696846
654,test,0,0.42953788470071014
655,test,0,0.8874707744015278
656,test,0,0.15095275587913456
657,train,0,0.9178163662481734
658,train,0,0.13525355435059766
659,val,0,0.7321087521277387
660,test,1,0.846750906324681
661,test,1,0.3952400309421716
662,val,0,0.2678491597674843
663,train,0,0.38297613532729813
664,test,0,0.30560505639574115
665,val,0,0.10996276541760407
666,train,0,0.25235318869686146
667,test,1,0.6005048279489811
668,train,0,0.746987736041167
669,test,0,0.15190395766096065
670,train,1,0.5487535578717536
671,train,1,0.9144259123211241
672,train,0,0.14660331121316067
673,val,0,0.3582557306567277
674,val,0,0.1335497389013796
675,val,0,0.8274427918609576
676,train,0,0.5073613386865335
677,train,0,0.25978533674685084
678,val,0,0.3708825599053285
679,test,0,0.7760119859654653
680,train,0,0.36979658949852323
681,train,0,0.5091464845054303
682,train,1,0.7635880715382245
683,train,0,0.082508673961515
684,train,0,0.4023093802358295
685,train,1,0.6453015042583113
686,train,1,0.8193907999273329
687,train,0,0.3117039675969919
688,train,0,0.7281969543797556
689,train,0,0.20358059992821734
690,train,1,0.382824947539246
691,train,0,0.050571595449310905
692,train,0,0.28055946308595187
693,train,1,0.4460941191426324
694,train,0,0.44092226299076775
695,test,0,0.7890962475774994
696,test,0,0.0625452889426543
697,test,0,0.16454792511826644
698,train,0,0.8955962501778462
699,test,0,0.22590595461053573
700,train,0,0.1756775246878592
701,train,0,0.6055083080264559
702,test,0,0.5661972338634158
703,test,0,0.18756800720643285
704,train,0,0.16243739369172192
705,train,0,0.3872255223039226
706,test,0,0.8796462068396017
707,test,0,0.6634687105747198
708,train,0,0.23156190530717533
709,train,0,0.7926848731151166
710,train,0,0.7620037286501101
711,train,0,0.8581180429944146
712,train,1,0.6566638236764442
713,train,0,0.7325561826270431
714,train,0,0.3903080823459405
715,train,0,0.43363893065125114
716,train,0,0.6076747816831494
717,train,0,0.1403069573509164
718,train,0,0.5048689672461661
719,train,0,0.7885801133838851
720,train,0,0.3072999408914934
721,train,1,0.7607499831044882
722,train,0,0.5809563366984227
723,train,1,0.8640330722894404
724,test,0,0.04445709795432072
725,train,0,0.13603149656914518
726,train,0,0.8116632643688657
727,test,0,0.5285774362773945
728,val,0,0.2888304462942928
729,test,0,0.5758835976453207
730,train,0,0.2766187096211332
731,test,0,0.09357687194812042
732,train,0,0.7084857040104096
733,val,0,0.06094123685150106
734,train,0,0.11244504033728338
735,train,0,0.534724763741823
736,val,0,0.6577250892288192
737,train,0,0.099819312406457
738,train,0,0.6878103663071207
739,val,1,0.8301772425498937
740,train,0,0.3147638754244129
741,train,0,0.06802116377312088
742,test,0,0.5037521681311211
743,test,0,0.8606356849439918
744,train,0,0.19940874411193496
745,val,1,0.38044053961179186
746,train,0,0.5148420696940723
747,train,0,0.15372979533806777
748,train,0,0.6864106795725431
749,train,1,0.7982970881504294
750,train,1,0.42160838437125364
751,train,0,0.7272150026285813
752,train,1,0.841384962825012
753,test,1,0.6460344253997763
754,test,0,0.34714543884355603
755,train,0,0.44068700493761803
756,train,0,0.8535198907693974
757,train,0,0.6661492707445174
758,train,1,0.8696362621169981
759,train,0,0.12552083639406902
760,val,0,0.561365758941942
761,train,1,0.14551827943434995
762,train,0,0.2074915996395613
763,val,0,0.07619780241632973
764,train,1,0.7417856594754746
765,val,0,0.6967987349935851
766,val,0,0.6244975828770472
767,val,0,0.321664570961276
768,test,0,0.24077663209281414
769,train,0,0.6388298074606139
770,val,0,0.11397641768090182
771,train,0,0.3454272856092208
772,train,0,0.6466063753913195
773,val,0,0.15436575761982133
774,train,0,0.785144949782257
775,train,0,0.15853239628388044
776,train,1,0.3232376161266678
777,train,1,0.8132134455485622
778,test,0,0.23709945820830547
779,train,0,0.8002841591907904
780,train,0,0.07044272647299184
781,train,1,0.6285996967901929
782,train,0,0.9157653052947242
783,test,0,0.17332554775660475
784,train,1,0.8591323028913955
785,train,0,0.17509012361628265
786,train,0,0.3796970169628461
787,val,0,0.7065985475883644
788,train,0,0.4813286077810902
789,train,1,0.9052944862107336
790,train,0,0.1305451133182365
791,test,0,0.613648778979282
792,train,1,0.4158444525575603
793,train,0,0.07951076451016027
794,train,1,0.23115937951241286
795,test,0,0.3478157272192082
796,train,0,0.6872277726985858
797,train,0,0.8801837320641933
798,test,0,0.05351476071224778
799,train,0,0.21152098356187016
800,val,0,0.09887932602303387
801,train,1,0.8937569333235639
802,val,0,0.5359913423467992
803,train,0,0.7441747906284588
804,test,0,0.06097087039930062
805,train,0,0.15139937556377955
806,test,0,0.3692786106177373
807,train,1,0.8472607210776615
808,train,0,0.40564437389680963
809,train,0,0.2772920065330392
810,train,0,0.6832611205982311
811,val,0,0.349328537610525
812,train,0,0.8195795404724099
813,train,0,0.7760119859654653
814,train,0,0.13001355323568475
815,train,0,0.8614092832892122
816,train,0,0.868037590852328
817,val,0,0.7976808815757219
818,train,0,0.16281613785066476
819,train,1,0.8522845637591199
820,train,0,0.1530658643053909
821,train,0,0.6500905146567827
822,val,0,0.1383970796393046
823,train,0,0.38266957507002314
824,train,0,0.38774104746735366
825,train,0,0.24793671804631676
826,train,0,0.7438191069817086
827,train,0,0.7246360056403695
828,test,0,0.397811250440689
829,test,0,0.5404002420633761
830,train,1,0.3939282519219902
831,test,0,0.8675050434388437
832,test,1,0.7026254263982611
833,train,0,0.049392217246532755
834,train,0,0.6972496641104508
835,train,0,0.3393543399981908
836,train,0,0.6360806729755584
837,train,0,0.7792305264360145
838,test,0,0.6611646436755103
839,val,0,0.1567672405530488
840,train,0,0.7065149264405111
841,train,0,0.40523446728489587
842,train,0,0.16469398342830027
843,test,0,0.09476836865066092
844,train,0,0.6444788761555674
845,train,0,0.5801778620555786
846,train,0,0.23124199818315525
847,test,0,0.7607713571239286
848,test,1,0.9157653052947242
849,train,0,0.18815474827331402
850,train,0,0.7990957984101886
851,train,1,0.8073794585841099
852,val,1,0.8739777345326587
853,train,0,0.8298838956484654
854,train,0,0.4621325994131772
855,train,0,0.16594342492567463
856,train,1,0.7983228880432063
857,train,1,0.7831809608585623
858,val,0,0.2697227519115737
859,test,1,0.8453793496460924
860,test,1,0.6215901402117258
861,test,0,0.23407022280324583
862,val,0,0.7948603368246279
863,val,0,0.39433339581877946
864,train,0,0.18550999966261167
865,train,0,0.41986983895172836
866,train,0,0.6705642160192657
867,val,1,0.3504900102779741
868,train,0,0.0831060759094672
869,train,0,0.17818498439450545
870,val,0,0.16350335202761201
871,train,0,0.07160883424902477
872,train,0,0.04471292362314779
873,train,0,0.28028603376901495
874,train,0,0.11113994284695299
875,train,0,0.5422296536124948
876,train,0,0.474247873541305
877,train,0,0.6616214363619324
878,train,0,0.07319201586878855
879,test,0,0.7478794943296041
880,train,0,0.17218474563592645
881,train,0,0.4457435747029449
882,train,0,0.5626093338864734
883,val,1,0.4666066005301364
884,val,0,0.3903080823459405
885,val,0,0.7442992280841042
886,train,0,0.5996006579478642
887,train,0,0.21773173421142025
888,train,0,0.6912601851187082
889,train,0,0.7452810022056249
890,val,0,0.3084534125372976
891,train,0,0.174218386581301
892,train,0,0.6997835785002625
893,train,0,0.8561302080266935
894,train,1,0.4516803571450803
895,train,0,0.46619201833216417
896,train,0,0.33679013495767945
897,test,0,0.7536483772149928
898,train,0,0.7898469865656343
899,train,0,0.7518394354368083
900,train,0,0.7831809608585623
901,train,0,0.5794547508906688
902,val,0,0.3184409138078729
903,train,0,0.06689171994790076
904,train,0,0.07748055833361846
905,train,0,0.5734566026069163
906,val,0,0.9144259123211241
907,val,1,0.9144259123211241
908,train,0,0.43786153594712546
909,train,0,0.5961356310333396
910,val,0,0.22399066247247262
911,val,1,0.5875407333323674
912,train,0,0.5679391618296228
913,train,0,0.5092941336977935
914,train,0,0.3524707229226564
915,train,0,0.18091762170961545
916,train,0,0.7822864243033041
917,train,0,0.1494755645324948
918,train,0,0.2800986009593995
919,test,0,0.48821532517724003
920,train,0,0.6429119304578578
921,train,0,0.37425960992479573
922,test,0,0.7401679848537553
923,train,0,0.7795306356408928
924,test,0,0.16728888214713158
925,train,1,0.7951699500226332
926,train,0,0.7861775556930988
927,test,0,0.5660320232321121
928,train,0,0.40760013962770847
929,test,0,0.5183923602154982
930,train,0,0.5618574917698159
931,val,0,0.8501584542513586
932,test,1,0.38724718224933097
933,train,0,0.15012091189484247
934,test,0,0.5615705889668107
935,train,0,0.31973895229012955
